1	1527530	1538814	-1	1	36
1	1527530	1538814	-1	2	36
1	1527530	1538814	-1	3	37
1	1527530	1538814	-1	4	37
1	1527530	1538814	-1	5	37
1	1527530	1538814	-1	6	38
1	1527530	1538814	-1	7	38
1	1527530	1538814	-1	8	39
1	1527530	1538814	-1	9	39
1	1527530	1538814	-1	10	39
1	1527530	1538814	-1	11	39
1	1527530	1538814	-1	12	39
1	1527530	1538814	-1	13	39
1	1527530	1538814	-1	14	39
1	1527530	1538814	-1	15	40
1	1527530	1538814	-1	16	41
1	1527530	1538814	-1	17	41
1	1527530	1538814	-1	18	42
1	1527530	1538814	-1	19	42
1	1527530	1538814	-1	20	42
1	1527530	1538814	-1	21	42
1	1527530	1538814	-1	22	44
1	1527530	1538814	-1	23	45
1	1527530	1538814	-1	24	45
1	1527530	1538814	-1	25	45
1	1527530	1538814	-1	26	43
1	1527530	1538814	-1	27	45
1	1527530	1538814	-1	28	45
1	1527530	1538814	-1	29	46
1	1527530	1538814	-1	30	45
1	1527530	1538814	-1	31	46
1	1527530	1538814	-1	32	46
1	1527530	1538814	-1	33	46
1	1527530	1538814	-1	34	46
1	1527530	1538814	-1	35	47
1	1527530	1538814	-1	36	46
1	1527530	1538814	-1	37	47
1	1527530	1538814	-1	38	47
1	1527530	1538814	-1	39	47
1	1527530	1538814	-1	40	47
1	1527530	1538814	-1	41	47
1	1527530	1538814	-1	42	47
1	1527530	1538814	-1	43	47
1	1527530	1538814	-1	44	47
1	1527530	1538814	-1	45	48
1	1527530	1538814	-1	46	47
1	1527530	1538814	-1	47	47
1	1527530	1538814	-1	48	47
1	1527530	1538814	-1	49	47
1	1527530	1538814	-1	50	47
1	1527530	1538814	-1	51	48
1	1527530	1538814	-1	52	49
1	1527530	1538814	-1	53	50
1	1527530	1538814	-1	54	51
1	1527530	1538814	-1	55	51
1	1527530	1538814	-1	56	52
1	1527530	1538814	-1	57	52
1	1527530	1538814	-1	58	52
1	1527530	1538814	-1	59	52
1	1527530	1538814	-1	60	52
1	1527530	1538814	-1	61	53
1	1527530	1538814	-1	62	53
1	1527530	1538814	-1	63	53
1	1527530	1538814	-1	64	53
1	1527530	1538814	-1	65	53
1	1527530	1538814	-1	66	53
1	1527530	1538814	-1	67	53
1	1527530	1538814	-1	68	53
1	1527530	1538814	-1	69	53
1	1527530	1538814	-1	70	53
1	1527530	1538814	-1	71	54
1	1527530	1538814	-1	72	54
1	1527530	1538814	-1	73	53
1	1527530	1538814	-1	74	54
1	1527530	1538814	-1	75	54
1	1527530	1538814	-1	76	53
1	1527530	1538814	-1	77	53
1	1527530	1538814	-1	78	52
1	1527530	1538814	-1	79	53
1	1527530	1538814	-1	80	57
1	1527530	1538814	-1	81	57
1	1527530	1538814	-1	82	57
1	1527530	1538814	-1	83	57
1	1527530	1538814	-1	84	57
1	1527530	1538814	-1	85	57
1	1527530	1538814	-1	86	58
1	1527530	1538814	-1	87	59
